stop_id,stop_name,stop_lon,stop_lat,location_type,parent_station
IDFM:monomodalStopPlace:43229,Les Essarts-le-Roi,1.889661391894688,48.72169335309528,0,IDFM:63240
IDFM:monomodalStopPlace:43224,Vincennes,2.4325836014183,48.84734683460296,0,IDFM:71651
IDFM:monomodalStopPlace:43225,Viry-Châtillon,2.387021960013403,48.67590783936994,0,IDFM:60981
IDFM:monomodalStopPlace:43223,Villiers-sur-Marne - Le Plessis-Trévise,2.542644466674205,48.82324786783017,0,IDFM:73097
IDFM:monomodalStopPlace:43228,Les Baconnets,2.288108127151424,48.73984612871272,0,IDFM:69622
IDFM:monomodalStopPlace:43227,Les Ardoines,2.409587305033223,48.78248922625494,0,IDFM:70064
IDFM:monomodalStopPlace:43239,Marne-la-Vallée Chessy,2.7824826512673546,48.86979506673141,0,IDFM:68385
IDFM:monomodalStopPlace:46375,Vitry-sur-Seine,2.40269438767449,48.80028105254759,0,IDFM:70313
IDFM:monomodalStopPlace:43231,Le Bourget,2.425825637815098,48.930744340383264,0,IDFM:72641
IDFM:monomodalStopPlace:43230,Les Grésillons,2.313901968217972,48.9206901983449,0,IDFM:72225
IDFM:monomodalStopPlace:43232,Le Guichet,2.1929739951487424,48.705497380193584,0,IDFM:63025
IDFM:monomodalStopPlace:43236,Le Stade,2.260948512567054,48.93172049557505,0,IDFM:72287
IDFM:monomodalStopPlace:43234,Le Parc de Saint-Maur,2.486623744135692,48.8054097518155,0,IDFM:70359
IDFM:monomodalStopPlace:43235,Le Perray,1.8566531860615936,48.69336112490438,0,IDFM:62804
IDFM:monomodalStopPlace:43237,Le Vésinet - Le Pecq,2.122132232303764,48.89794951079969,0,IDFM:64582
IDFM:monomodalStopPlace:43207,Torcy,2.655169106193295,48.83971015133779,0,IDFM:68129
IDFM:monomodalStopPlace:43238,Gare Montparnasse,2.316388731382968,48.83841119933774,0,IDFM:71139
IDFM:monomodalStopPlace:46387,Ablon,2.4198671478914595,48.72578126379895,0,IDFM:69554
IDFM:monomodalStopPlace:43209,Trappes,2.0065902166898377,48.7747853970692,0,IDFM:463850
IDFM:monomodalStopPlace:47482,Nanteuil - Saâcy,3.2194260927085296,48.97400193831618,0,IDFM:69072
IDFM:monomodalStopPlace:47484,Isles - Armentières - Congis,3.007871639575125,48.99837487688993,0,IDFM:69162
IDFM:monomodalStopPlace:47486,Lizy-sur-Ourcq,3.0317831029512066,49.02172710081919,0,IDFM:69237
IDFM:monomodalStopPlace:43206,Taverny,2.222287008769188,49.0249763828466,0,IDFM:66557
IDFM:monomodalStopPlace:43205,Suresnes Mont Valérien,2.2210567895582143,48.87168952202666,0,IDFM:70829
IDFM:monomodalStopPlace:47491,Crouy-sur-Ourcq,3.062669111949777,49.09189047640195,0,IDFM:69435
IDFM:monomodalStopPlace:43203,Saint-Ouen,2.322694729473372,48.90456082213364,0,IDFM:72126
IDFM:monomodalStopPlace:43201,Saint-Gratien,2.285777828585351,48.96365827352943,0,IDFM:65305
IDFM:monomodalStopPlace:43202,Saint-Michel-sur-Orge,2.3068029676156123,48.635615525211605,0,IDFM:60536
IDFM:monomodalStopPlace:43204,Stade de France Saint-Denis,2.3504430479100207,48.91769737260247,0,IDFM:72206
IDFM:monomodalStopPlace:43215,Vauboyen,2.1925522822775045,48.75897132762851,0,IDFM:63454
IDFM:monomodalStopPlace:43219,Versailles Chantiers,2.1349078603373464,48.79526039893613,0,IDFM:63880
IDFM:monomodalStopPlace:43218,Vernou-sur-Seine,2.842149995140084,48.38667549692297,0,IDFM:61450
IDFM:monomodalStopPlace:43214,Vanves - Malakoff,2.2919742374890983,48.81828945559893,0,IDFM:70584
IDFM:monomodalStopPlace:43216,Vaucresson,2.152674671677768,48.83668449024941,0,IDFM:70705
IDFM:monomodalStopPlace:43217,Vaux-sur-Seine,1.9630264473162569,49.0073550143858,0,IDFM:66338
